issue_id,file_id,lang,comment_ratio_hula,cyclomatic_complexity_hula,fanout_external_hula,fanout_internal_hula,halstead_bugprop_hula,halstead_difficulty_hula,halstead_effort_hula,halstead_timerequired_hula,halstead_volume_hula,loc_hula,maintainability_index_hula,operands_sum_hula,operands_uniq_hula,operators_sum_hula,operators_uniq_hula,pylint_hula,tiobe_hula,tiobe_compiler_hula,tiobe_complexity_hula,tiobe_coverage_hula,tiobe_duplication_hula,tiobe_fanout_hula,tiobe_functional_hula,tiobe_security_hula,tiobe_standard_hula,halstead_vocabulary_hula,comment_ratio_human,cyclomatic_complexity_human,fanout_external_human,fanout_internal_human,halstead_bugprop_human,halstead_difficulty_human,halstead_effort_human,halstead_timerequired_human,halstead_volume_human,loc_human,maintainability_index_human,operands_sum_human,operands_uniq_human,operators_sum_human,operators_uniq_human,pylint_human,tiobe_human,tiobe_compiler_human,tiobe_complexity_human,tiobe_coverage_human,tiobe_duplication_human,tiobe_fanout_human,tiobe_functional_human,tiobe_security_human,tiobe_standard_human,halstead_vocabulary_human
116,116_1.kt,Kotlin,6.806,2.0,22.0,0.0,0.806,23.788,57487.219,3193.734,2416.681,109.0,31.597,151.0,73.0,216.0,23.0,100.0,98.128,100.0,95.522,100.0,100.0,76.0,100.0,100.0,100.0,96.0,4.593,2.0,22.0,0.0,0.793,23.356,55547.679,3085.982,2378.288,104.0,32.091,155.0,73.0,207.0,22.0,100.0,98.128,100.0,95.522,100.0,100.0,76.0,100.0,100.0,100.0,95.0
119,119_1.go,Go,3.66,0.0,11.0,0.0,1.2,17.679,63661.499,3536.75,3601.054,104.0,31.098,231.0,98.0,297.0,15.0,100.0,99.669,100.0,98.462,100.0,100.0,98.0,100.0,100.0,100.0,113.0,0.0,0.0,9.0,0.0,0.448,12.672,17021.484,945.638,1343.192,50.0,41.035,98.0,58.0,119.0,15.0,100.0,99.769,100.0,98.462,100.0,100.0,100.0,100.0,100.0,100.0,73.0
120,120_1.py,Python,4.146,6.0,7.0,0.0,0.66,18.508,36634.625,2035.257,1979.387,58.0,37.643,135.0,62.0,179.0,17.0,100.0,89.017,100.0,26.778,100.0,100.0,100.0,100.0,100.0,100.0,79.0,0.0,2.0,0.0,0.0,0.002,0.5,2.377,0.132,4.755,1.0,94.99,2.0,2.0,0.0,0.0,100.0,99.328,100.0,95.522,100.0,100.0,100.0,100.0,100.0,100.0,2.0
122,122_1.ts,TypeScript,0.0,2.0,2.0,0.0,0.039,6.5,754.0,41.889,116.0,6.0,68.301,13.0,8.0,16.0,8.0,100.0,99.328,100.0,95.522,100.0,100.0,100.0,100.0,100.0,100.0,16.0,0.0,2.0,2.0,0.0,0.039,6.5,754.0,41.889,116.0,6.0,68.301,13.0,8.0,16.0,8.0,100.0,99.328,100.0,95.522,100.0,100.0,100.0,100.0,100.0,100.0,16.0
125,125_1.ts,TypeScript,0.0,2.0,5.0,0.0,0.17,7.75,3942.99,219.055,508.773,35.0,47.098,31.0,18.0,76.0,9.0,100.0,99.328,100.0,95.522,100.0,100.0,100.0,100.0,100.0,100.0,27.0,0.0,2.0,5.0,0.0,0.153,8.438,3879.071,215.504,459.742,32.0,48.255,30.0,16.0,69.0,9.0,100.0,99.328,100.0,95.522,100.0,100.0,100.0,100.0,100.0,100.0,25.0
125,125_3.ts,TypeScript,0.0,4.0,4.0,2.0,0.207,10.932,6784.759,376.931,620.643,28.0,48.338,37.0,22.0,84.0,13.0,100.0,93.607,100.0,58.716,100.0,100.0,96.0,100.0,100.0,100.0,35.0,0.0,4.0,4.0,2.0,0.21,10.174,6417.001,356.5,630.731,27.0,48.634,36.0,23.0,86.0,13.0,100.0,93.607,100.0,58.716,100.0,100.0,96.0,100.0,100.0,100.0,36.0
126,126_2.kt,Kotlin,0.0,0.0,28.0,0.0,0.889,24.818,66158.524,3675.474,2665.728,114.0,31.143,182.0,77.0,221.0,21.0,100.0,97.969,100.0,98.462,100.0,100.0,64.0,100.0,100.0,100.0,98.0,0.0,0.0,29.0,0.0,0.797,22.595,54042.304,3002.35,2391.788,106.0,32.162,170.0,79.0,190.0,21.0,100.0,97.869,100.0,98.462,100.0,100.0,62.0,100.0,100.0,100.0,100.0
130,130_1.ts,TypeScript,0.0,2.0,7.0,2.0,0.612,14.744,27066.99,1503.722,1835.809,51.0,39.629,93.0,41.0,226.0,13.0,100.0,98.828,100.0,95.522,100.0,100.0,90.0,100.0,100.0,100.0,54.0,0.0,2.0,11.0,0.0,0.714,16.383,35075.895,1948.661,2140.996,55.0,38.446,110.0,47.0,251.0,14.0,100.0,99.228,100.0,95.522,100.0,100.0,98.0,100.0,100.0,100.0,61.0
131,131_1.ts,TypeScript,0.0,5.0,3.0,0.0,0.22,9.444,6220.183,345.566,658.608,47.0,43.116,34.0,18.0,103.0,10.0,100.0,91.0,100.0,40.0,100.0,100.0,100.0,100.0,100.0,100.0,28.0,0.0,4.0,3.0,0.0,0.212,12.594,8014.606,445.256,636.396,43.0,44.198,31.0,16.0,100.0,13.0,100.0,93.807,100.0,58.716,100.0,100.0,100.0,100.0,100.0,100.0,29.0
131,131_2.ts,TypeScript,0.0,2.0,5.0,0.0,0.22,12.0,7936.442,440.913,661.37,22.0,50.699,44.0,22.0,86.0,12.0,100.0,99.328,100.0,95.522,100.0,100.0,100.0,100.0,100.0,100.0,34.0,0.0,5.0,5.0,0.0,0.375,19.185,21584.982,1199.166,1125.086,39.0,43.256,74.0,27.0,136.0,14.0,100.0,91.0,100.0,40.0,100.0,100.0,100.0,100.0,100.0,100.0,41.0
132,132_2.ts,TypeScript,0.262,1.0,7.0,1.0,1.653,24.083,119462.185,6636.788,4960.368,208.0,23.423,238.0,84.0,507.0,17.0,100.0,99.9,100.0,100.0,100.0,100.0,98.0,100.0,100.0,100.0,101.0,0.371,1.0,5.0,1.0,1.318,23.625,93427.288,5190.405,3954.594,155.0,26.899,189.0,68.0,428.0,17.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,85.0
132,132_2.ts,TypeScript,0.262,1.0,7.0,1.0,1.653,24.083,119462.185,6636.788,4960.368,208.0,23.423,238.0,84.0,507.0,17.0,100.0,99.9,100.0,100.0,100.0,100.0,98.0,100.0,100.0,100.0,101.0,0.661,2.0,5.0,1.0,0.507,13.946,21219.961,1178.887,1521.586,83.0,35.586,86.0,37.0,185.0,12.0,100.0,99.328,100.0,95.522,100.0,100.0,100.0,100.0,100.0,100.0,49.0
132,132_2.ts,TypeScript,0.262,1.0,7.0,1.0,1.653,24.083,119462.185,6636.788,4960.368,208.0,23.423,238.0,84.0,507.0,17.0,100.0,99.9,100.0,100.0,100.0,100.0,98.0,100.0,100.0,100.0,101.0,0.0,2.0,0.0,0.0,0.002,0.5,2.377,0.132,4.755,1.0,94.99,2.0,2.0,0.0,0.0,100.0,99.328,100.0,95.522,100.0,100.0,100.0,100.0,100.0,100.0,2.0
132,132_3.ts,TypeScript,0.602,1.0,6.0,1.0,0.658,13.875,27374.008,1520.778,1972.901,88.0,34.376,111.0,48.0,223.0,12.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,60.0,0.371,1.0,5.0,1.0,1.318,23.625,93427.288,5190.405,3954.594,155.0,26.899,189.0,68.0,428.0,17.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,85.0
132,132_3.ts,TypeScript,0.602,1.0,6.0,1.0,0.658,13.875,27374.008,1520.778,1972.901,88.0,34.376,111.0,48.0,223.0,12.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,60.0,0.661,2.0,5.0,1.0,0.507,13.946,21219.961,1178.887,1521.586,83.0,35.586,86.0,37.0,185.0,12.0,100.0,99.328,100.0,95.522,100.0,100.0,100.0,100.0,100.0,100.0,49.0
132,132_3.ts,TypeScript,0.602,1.0,6.0,1.0,0.658,13.875,27374.008,1520.778,1972.901,88.0,34.376,111.0,48.0,223.0,12.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,60.0,0.0,2.0,0.0,0.0,0.002,0.5,2.377,0.132,4.755,1.0,94.99,2.0,2.0,0.0,0.0,100.0,99.328,100.0,95.522,100.0,100.0,100.0,100.0,100.0,100.0,2.0
132,132_4.ts,TypeScript,0.273,0.0,8.0,1.0,1.81,26.884,145963.508,8109.084,5429.438,192.0,24.041,272.0,86.0,540.0,17.0,100.0,99.569,100.0,98.462,100.0,100.0,96.0,100.0,100.0,100.0,103.0,0.371,1.0,5.0,1.0,1.318,23.625,93427.288,5190.405,3954.594,155.0,26.899,189.0,68.0,428.0,17.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,85.0
132,132_4.ts,TypeScript,0.273,0.0,8.0,1.0,1.81,26.884,145963.508,8109.084,5429.438,192.0,24.041,272.0,86.0,540.0,17.0,100.0,99.569,100.0,98.462,100.0,100.0,96.0,100.0,100.0,100.0,103.0,0.661,2.0,5.0,1.0,0.507,13.946,21219.961,1178.887,1521.586,83.0,35.586,86.0,37.0,185.0,12.0,100.0,99.328,100.0,95.522,100.0,100.0,100.0,100.0,100.0,100.0,49.0
132,132_4.ts,TypeScript,0.273,0.0,8.0,1.0,1.81,26.884,145963.508,8109.084,5429.438,192.0,24.041,272.0,86.0,540.0,17.0,100.0,99.569,100.0,98.462,100.0,100.0,96.0,100.0,100.0,100.0,103.0,0.0,2.0,0.0,0.0,0.002,0.5,2.377,0.132,4.755,1.0,94.99,2.0,2.0,0.0,0.0,100.0,99.328,100.0,95.522,100.0,100.0,100.0,100.0,100.0,100.0,2.0
136,136_1.kt,Kotlin,0.293,2.0,49.0,0.0,9.398,169.652,4783404.144,265744.675,28195.406,634.0,7.446,1787.0,237.0,1677.0,45.0,100.0,95.428,100.0,95.522,100.0,100.0,22.0,100.0,100.0,100.0,282.0,0.147,2.0,49.0,0.0,9.391,164.45,4633160.984,257397.832,28173.676,629.0,7.523,1794.0,240.0,1663.0,44.0,100.0,95.428,100.0,95.522,100.0,100.0,22.0,100.0,100.0,100.0,284.0
136,136_2.kt,Kotlin,0.675,1.0,23.0,0.0,2.601,35.21,274715.957,15261.998,7802.261,227.0,21.218,530.0,143.0,533.0,19.0,100.0,98.7,100.0,100.0,100.0,100.0,74.0,100.0,100.0,100.0,162.0,0.682,1.0,23.0,0.0,2.628,33.89,267226.211,14845.901,7885.185,224.0,21.312,546.0,145.0,527.0,18.0,100.0,98.7,100.0,100.0,100.0,100.0,74.0,100.0,100.0,100.0,163.0
139,139_1.ts,TypeScript,0.0,2.0,2.0,0.0,0.239,8.0,5737.426,318.746,717.178,38.0,45.275,40.0,30.0,93.0,12.0,100.0,99.328,100.0,95.522,100.0,100.0,100.0,100.0,100.0,100.0,42.0,0.0,2.0,2.0,0.0,0.229,8.069,5533.428,307.413,685.767,36.0,45.923,39.0,29.0,89.0,12.0,100.0,99.328,100.0,95.522,100.0,100.0,100.0,100.0,100.0,100.0,41.0
139,139_2.ts,TypeScript,0.0,2.0,2.0,0.0,0.241,8.0,5792.801,321.822,724.1,45.0,43.644,36.0,27.0,101.0,12.0,100.0,99.328,100.0,95.522,100.0,100.0,100.0,100.0,100.0,100.0,39.0,0.0,2.0,2.0,0.0,0.231,8.077,5595.098,310.839,692.726,43.0,44.209,35.0,26.0,97.0,12.0,100.0,99.328,100.0,95.522,100.0,100.0,100.0,100.0,100.0,100.0,38.0
139,139_3.ts,TypeScript,0.0,2.0,3.0,0.0,0.264,8.062,6382.417,354.579,791.618,42.0,44.026,43.0,32.0,102.0,12.0,100.0,99.328,100.0,95.522,100.0,100.0,100.0,100.0,100.0,100.0,44.0,0.0,2.0,3.0,0.0,0.249,7.875,5890.044,327.225,747.942,40.0,44.661,42.0,32.0,95.0,12.0,100.0,99.328,100.0,95.522,100.0,100.0,100.0,100.0,100.0,100.0,44.0
141,141_4.java,Java,12.56,4.0,10.0,0.0,2.081,43.531,271775.723,15098.651,6243.311,168.0,24.344,397.0,114.0,480.0,25.0,100.0,93.807,100.0,58.716,100.0,100.0,100.0,100.0,100.0,100.0,139.0,12.023,4.0,10.0,0.0,2.01,43.977,265158.63,14731.035,6029.447,165.0,24.62,387.0,110.0,465.0,25.0,100.0,93.807,100.0,58.716,100.0,100.0,100.0,100.0,100.0,100.0,135.0
143,143_2.kt,Kotlin,2.212,7.0,33.0,0.0,3.096,55.518,515612.805,28645.156,9287.368,203.0,20.94,484.0,170.0,721.0,39.0,100.0,85.427,100.0,18.182,100.0,100.0,54.0,100.0,100.0,100.0,209.0,2.265,7.0,32.0,0.0,2.964,53.64,476925.253,26495.847,8891.184,198.0,21.308,463.0,164.0,698.0,38.0,100.0,85.527,100.0,18.182,100.0,100.0,56.0,100.0,100.0,100.0,202.0
145,145_1.scala,Scala,6.849,83.0,0.0,0.0,15.897,395.428,18858507.533,1047694.863,47691.37,1057.0,0.0,1566.0,299.0,3845.0,151.0,100.0,85.002,100.0,0.011,100.0,100.0,100.0,100.0,100.0,100.0,450.0,6.886,83.0,0.0,0.0,15.812,392.366,18612425.038,1034023.613,47436.414,1050.0,0.0,1559.0,298.0,3827.0,150.0,100.0,85.002,100.0,0.011,100.0,100.0,100.0,100.0,100.0,100.0,448.0
145,145_2.scala,Scala,7.824,20.0,0.0,0.0,2.209,80.806,535566.486,29753.694,6627.816,151.0,23.021,241.0,85.0,686.0,57.0,100.0,85.126,100.0,0.837,100.0,100.0,100.0,100.0,100.0,100.0,142.0,8.585,20.0,0.0,0.0,2.009,69.127,416651.311,23147.295,6027.374,142.0,23.891,225.0,83.0,628.0,51.0,100.0,85.126,100.0,0.837,100.0,100.0,100.0,100.0,100.0,100.0,134.0
146,146_1.kt,Kotlin,1.635,0.0,24.0,0.0,1.063,26.059,83132.33,4618.463,3190.108,122.0,29.955,188.0,101.0,267.0,28.0,100.0,98.369,100.0,98.462,100.0,100.0,72.0,100.0,100.0,100.0,129.0,1.64,0.0,24.0,0.0,1.056,25.921,82144.927,4563.607,3169.075,121.0,30.053,187.0,101.0,265.0,28.0,100.0,98.369,100.0,98.462,100.0,100.0,72.0,100.0,100.0,100.0,129.0
146,146_2.kt,Kotlin,0.0,2.0,4.0,0.0,1.034,39.032,121078.947,6726.608,3102.023,48.0,38.608,242.0,31.0,337.0,10.0,100.0,99.328,100.0,95.522,100.0,100.0,100.0,100.0,100.0,100.0,41.0,0.0,2.0,4.0,0.0,0.878,46.136,121569.318,6753.851,2635.0,35.0,42.096,203.0,22.0,324.0,10.0,100.0,99.328,100.0,95.522,100.0,100.0,100.0,100.0,100.0,100.0,32.0
147,147_1.kt,Kotlin,2.944,0.0,36.0,0.0,4.322,54.0,700107.266,38894.848,12964.949,360.0,15.439,714.0,238.0,887.0,36.0,100.0,97.169,100.0,98.462,100.0,100.0,48.0,100.0,100.0,100.0,274.0,2.931,0.0,36.0,0.0,4.335,60.188,782669.13,43481.618,13003.673,353.0,15.616,713.0,231.0,897.0,39.0,100.0,97.169,100.0,98.462,100.0,100.0,48.0,100.0,100.0,100.0,270.0
149,149_1.ts,TypeScript,12.156,0.0,2.0,0.0,0.273,18.0,14750.113,819.451,819.451,42.0,44.19,54.0,18.0,113.0,12.0,100.0,99.769,100.0,98.462,100.0,100.0,100.0,100.0,100.0,100.0,30.0,14.578,1.0,2.0,0.0,0.218,13.263,8673.494,481.861,653.954,35.0,46.469,42.0,19.0,90.0,12.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,31.0
149,149_2.ts,TypeScript,0.0,0.0,0.0,0.0,0.839,12.737,32054.964,1780.831,2516.712,70.0,35.938,121.0,57.0,291.0,12.0,100.0,99.769,100.0,98.462,100.0,100.0,100.0,100.0,100.0,100.0,69.0,0.0,2.0,0.0,0.0,1.02,31.091,95105.915,5283.662,3058.962,73.0,34.679,171.0,33.0,386.0,12.0,100.0,99.328,100.0,95.522,100.0,100.0,100.0,100.0,100.0,100.0,45.0
153,153_1.ts,TypeScript,1.06,2.0,6.0,1.0,0.765,27.75,63702.75,3539.042,2295.595,69.0,36.085,111.0,30.0,307.0,15.0,100.0,99.328,100.0,95.522,100.0,100.0,100.0,100.0,100.0,100.0,45.0,1.265,2.0,6.0,1.0,0.792,25.0,59418.655,3301.036,2376.746,62.0,36.993,120.0,36.0,299.0,15.0,100.0,99.328,100.0,95.522,100.0,100.0,100.0,100.0,100.0,100.0,51.0
156,156_1.java,Java,5.365,7.0,17.0,0.0,0.767,16.824,38714.882,2150.827,2301.234,86.0,33.319,143.0,68.0,217.0,16.0,100.0,87.027,100.0,18.182,100.0,100.0,86.0,100.0,100.0,100.0,84.0,5.684,7.0,17.0,0.0,0.662,15.111,30005.996,1667.0,1985.691,85.0,33.878,119.0,63.0,196.0,16.0,100.0,87.027,100.0,18.182,100.0,100.0,86.0,100.0,100.0,100.0,79.0
158,158_2.ts,TypeScript,2.602,0.0,13.0,2.0,1.563,24.686,115757.419,6430.968,4689.161,135.0,27.824,221.0,94.0,464.0,21.0,100.0,98.669,100.0,98.462,100.0,100.0,78.0,100.0,100.0,100.0,115.0,0.0,2.0,0.0,0.0,0.002,0.5,2.377,0.132,4.755,1.0,94.99,2.0,2.0,0.0,0.0,100.0,99.328,100.0,95.522,100.0,100.0,100.0,100.0,100.0,100.0,2.0
160,160_3.kt,Kotlin,9.878,0.0,12.0,0.0,0.521,18.269,28537.192,1585.4,1562.036,75.0,36.735,100.0,52.0,154.0,19.0,100.0,99.569,100.0,98.462,100.0,100.0,96.0,100.0,100.0,100.0,71.0,0.0,0.0,12.0,0.0,0.437,16.0,20958.771,1164.376,1309.923,62.0,39.074,92.0,46.0,128.0,16.0,100.0,99.569,100.0,98.462,100.0,100.0,96.0,100.0,100.0,100.0,62.0
162,162_1.java,Java,0.396,0.0,29.0,0.0,0.963,19.72,56961.156,3164.509,2888.568,106.0,31.588,154.0,82.0,278.0,21.0,100.0,97.869,100.0,98.462,100.0,100.0,62.0,100.0,100.0,100.0,103.0,0.454,1.0,29.0,0.0,0.766,18.116,41646.474,2313.693,2298.885,94.0,33.286,125.0,69.0,230.0,20.0,100.0,98.1,100.0,100.0,100.0,100.0,62.0,100.0,100.0,100.0,89.0
164,164_1.ts,TypeScript,0.0,3.0,5.0,0.0,1.16,21.846,76031.153,4223.953,3480.299,131.0,28.612,142.0,65.0,401.0,20.0,100.0,97.0,100.0,80.0,100.0,100.0,100.0,100.0,100.0,100.0,85.0,0.0,3.0,5.0,0.0,1.116,20.992,70269.261,3903.848,3347.441,128.0,28.95,137.0,62.0,391.0,19.0,100.0,97.0,100.0,80.0,100.0,100.0,100.0,100.0,100.0,100.0,81.0
165,165_1.java,Java,1.23,4.0,27.0,0.0,1.723,31.978,165293.745,9182.986,5169.035,121.0,28.027,247.0,112.0,477.0,29.0,100.0,92.107,100.0,58.716,100.0,100.0,66.0,100.0,100.0,100.0,141.0,1.256,4.0,27.0,0.0,1.652,31.528,156207.575,8678.199,4954.642,117.0,28.474,237.0,109.0,460.0,29.0,100.0,92.107,100.0,58.716,100.0,100.0,66.0,100.0,100.0,100.0,138.0
167,167_1.kt,Kotlin,0.445,11.0,25.0,0.0,2.099,40.862,257323.523,14295.751,6297.412,198.0,21.819,359.0,123.0,511.0,28.0,100.0,84.259,100.0,5.063,100.0,100.0,70.0,100.0,100.0,100.0,151.0,0.0,10.0,25.0,0.0,1.86,36.844,205620.829,11423.379,5580.81,186.0,22.913,310.0,122.0,461.0,29.0,100.0,84.505,100.0,6.702,100.0,100.0,70.0,100.0,100.0,100.0,151.0
169,169_1.java,Java,0.0,0.0,20.0,0.0,2.576,51.915,401175.9,22287.55,7727.607,148.0,25.434,473.0,123.0,596.0,27.0,100.0,98.769,100.0,98.462,100.0,100.0,80.0,100.0,100.0,100.0,150.0,0.0,0.0,17.0,0.0,2.308,52.722,365089.126,20282.729,6924.767,128.0,27.143,438.0,108.0,542.0,26.0,100.0,99.069,100.0,98.462,100.0,100.0,86.0,100.0,100.0,100.0,134.0
169,169_2.java,Java,19.279,1.0,2.0,0.0,0.253,9.848,7481.668,415.648,759.677,30.0,47.473,65.0,33.0,75.0,10.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,43.0,20.148,1.0,2.0,0.0,0.236,9.839,6957.905,386.55,707.197,29.0,48.012,61.0,31.0,71.0,10.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41.0
174,174_1.ts,TypeScript,0.0,2.0,1.0,3.0,0.131,12.0,4730.437,262.802,394.203,23.0,51.851,24.0,14.0,58.0,14.0,100.0,99.028,100.0,95.522,100.0,100.0,94.0,100.0,100.0,100.0,28.0,0.0,2.0,0.0,0.0,0.002,0.5,2.377,0.132,4.755,1.0,94.99,2.0,2.0,0.0,0.0,100.0,99.328,100.0,95.522,100.0,100.0,100.0,100.0,100.0,100.0,2.0
177,177_1.java,Java,0.0,3.0,11.0,0.0,0.433,18.581,24146.819,1341.49,1299.516,44.0,41.944,94.0,43.0,126.0,17.0,100.0,96.9,100.0,80.0,100.0,100.0,98.0,100.0,100.0,100.0,60.0,0.0,4.0,11.0,0.0,0.246,13.034,9619.083,534.394,737.972,32.0,46.547,54.0,29.0,82.0,14.0,100.0,93.707,100.0,58.716,100.0,100.0,98.0,100.0,100.0,100.0,43.0
177,177_2.java,Java,5.701,3.0,16.0,0.0,1.772,49.733,264405.343,14689.186,5316.544,146.0,26.296,329.0,86.0,452.0,26.0,100.0,96.4,100.0,80.0,100.0,100.0,88.0,100.0,100.0,100.0,112.0,4.479,3.0,16.0,0.0,1.739,50.59,263994.171,14666.343,5218.27,144.0,26.484,323.0,83.0,448.0,26.0,100.0,96.4,100.0,80.0,100.0,100.0,88.0,100.0,100.0,100.0,109.0
178,178_2.java,Java,8.337,0.0,36.0,0.0,2.498,38.902,291515.469,16195.304,7493.679,168.0,24.327,395.0,132.0,631.0,26.0,100.0,97.169,100.0,98.462,100.0,100.0,48.0,100.0,100.0,100.0,158.0,7.222,0.0,36.0,0.0,2.263,33.413,226805.41,12600.301,6787.861,149.0,25.764,369.0,127.0,570.0,23.0,100.0,97.169,100.0,98.462,100.0,100.0,48.0,100.0,100.0,100.0,150.0
179,179_1.ts,TypeScript,0.0,2.0,0.0,0.0,1.318,12.058,47691.271,2649.515,3955.073,160.0,26.463,276.0,103.0,305.0,9.0,100.0,99.328,100.0,95.522,100.0,100.0,100.0,100.0,100.0,100.0,112.0,0.0,2.0,0.0,0.0,1.094,11.348,37249.219,2069.401,3282.498,135.0,28.639,232.0,92.0,261.0,9.0,100.0,99.328,100.0,95.522,100.0,100.0,100.0,100.0,100.0,100.0,101.0
181,181_1.ts,TypeScript,0.0,3.0,3.0,1.0,0.278,11.25,9373.369,520.743,833.188,39.0,44.438,48.0,32.0,102.0,15.0,100.0,97.0,100.0,80.0,100.0,100.0,100.0,100.0,100.0,100.0,47.0,0.0,3.0,3.0,1.0,0.26,11.0,8578.275,476.571,779.843,37.0,45.138,44.0,30.0,98.0,15.0,100.0,97.0,100.0,80.0,100.0,100.0,100.0,100.0,100.0,100.0,45.0
181,181_2.ts,TypeScript,0.478,2.0,0.0,6.0,0.28,10.6,8917.643,495.425,841.287,63.0,40.0,53.0,20.0,122.0,8.0,100.0,97.928,100.0,95.522,100.0,100.0,72.0,100.0,100.0,100.0,28.0,0.505,2.0,0.0,6.0,0.268,10.737,8627.869,479.326,803.576,61.0,40.445,51.0,19.0,118.0,8.0,100.0,97.928,100.0,95.522,100.0,100.0,72.0,100.0,100.0,100.0,27.0
183,183_2.java,Java,0.0,1.0,18.0,0.0,1.158,28.192,97936.332,5440.907,3473.932,83.0,33.21,196.0,73.0,334.0,21.0,100.0,99.2,100.0,100.0,100.0,100.0,84.0,100.0,100.0,100.0,94.0,0.0,0.0,18.0,0.0,1.317,21.531,85059.636,4725.535,3950.637,89.0,32.292,211.0,98.0,363.0,20.0,100.0,98.969,100.0,98.462,100.0,100.0,84.0,100.0,100.0,100.0,118.0
188,188_1.kt,Kotlin,0.0,1.0,16.0,0.0,2.663,61.247,489218.787,27178.821,7987.698,167.0,24.054,569.0,144.0,503.0,31.0,100.0,99.4,100.0,100.0,100.0,100.0,88.0,100.0,100.0,100.0,175.0,0.0,2.0,16.0,0.0,2.245,53.65,361341.613,20074.534,6735.165,139.0,26.177,481.0,130.0,440.0,29.0,100.0,98.728,100.0,95.522,100.0,100.0,88.0,100.0,100.0,100.0,159.0
189,189_1.ts,TypeScript,7.092,5.0,14.0,8.0,5.252,37.422,589598.237,32755.458,15755.252,485.0,11.35,593.0,206.0,1412.0,26.0,100.0,87.4,100.0,40.0,100.0,100.0,28.0,100.0,100.0,100.0,232.0,5.918,6.0,14.0,8.0,5.186,37.407,581961.261,32331.181,15557.607,478.0,11.392,587.0,204.0,1396.0,26.0,100.0,85.417,100.0,26.778,100.0,100.0,28.0,100.0,100.0,100.0,230.0
190,190_1.go,Go,1.92,18.0,11.0,0.0,4.773,36.072,516512.507,28695.139,14318.748,317.0,13.921,786.0,207.0,1045.0,19.0,100.0,85.073,100.0,1.152,100.0,100.0,98.0,100.0,100.0,100.0,226.0,1.934,19.0,11.0,0.0,4.747,35.889,511077.369,28393.187,14240.546,315.0,13.863,782.0,207.0,1039.0,19.0,100.0,85.047,100.0,0.978,100.0,100.0,98.0,100.0,100.0,100.0,226.0
190,190_1.go,Go,1.92,18.0,11.0,0.0,4.773,36.072,516512.507,28695.139,14318.748,317.0,13.921,786.0,207.0,1045.0,19.0,100.0,85.073,100.0,1.152,100.0,100.0,98.0,100.0,100.0,100.0,226.0,0.0,2.0,0.0,0.0,0.002,0.5,2.377,0.132,4.755,1.0,94.99,2.0,2.0,0.0,0.0,100.0,99.328,100.0,95.522,100.0,100.0,100.0,100.0,100.0,100.0,2.0
191,191_1.java,Java,0.0,0.0,36.0,0.0,3.307,88.69,880000.937,48888.941,9922.158,176.0,23.032,596.0,84.0,870.0,25.0,100.0,97.169,100.0,98.462,100.0,100.0,48.0,100.0,100.0,100.0,109.0,0.0,0.0,36.0,0.0,1.872,50.607,284157.379,15786.521,5614.966,116.0,28.713,327.0,84.0,501.0,26.0,100.0,97.169,100.0,98.462,100.0,100.0,48.0,100.0,100.0,100.0,110.0
191,191_2.java,Java,1.731,0.0,17.0,0.0,0.699,20.942,43899.575,2438.865,2096.215,64.0,37.343,121.0,52.0,221.0,18.0,100.0,99.069,100.0,98.462,100.0,100.0,86.0,100.0,100.0,100.0,70.0,0.0,0.0,19.0,0.0,0.522,20.93,32777.735,1820.985,1566.047,56.0,39.495,90.0,43.0,172.0,20.0,100.0,98.869,100.0,98.462,100.0,100.0,82.0,100.0,100.0,100.0,63.0
196,196_1.ts,TypeScript,3.161,4.0,5.0,0.0,0.219,20.0,13131.61,729.534,656.58,15.0,54.08,40.0,18.0,87.0,18.0,100.0,93.807,100.0,58.716,100.0,100.0,100.0,100.0,100.0,100.0,36.0,0.0,3.0,5.0,0.0,0.178,17.531,9374.061,520.781,534.706,13.0,56.195,33.0,16.0,73.0,17.0,100.0,97.0,100.0,80.0,100.0,100.0,100.0,100.0,100.0,100.0,33.0
198,198_1.py,Python,10.516,3.0,5.0,0.0,1.093,40.357,132305.16,7350.287,3278.358,83.0,33.117,226.0,70.0,273.0,25.0,100.0,97.0,100.0,80.0,100.0,100.0,100.0,100.0,100.0,100.0,95.0,10.715,2.0,5.0,0.0,1.053,37.714,119151.189,6619.51,3159.312,81.0,33.595,220.0,70.0,262.0,24.0,100.0,99.328,100.0,95.522,100.0,100.0,100.0,100.0,100.0,100.0,94.0
